,category,store,id,review_spell_check,star
553,한식,웅이네오돌뼈닭발도-금정동,hy**님,맛있었어요 잘 먹었습니다,5
554,한식,웅이네오돌뼈닭발도-금정동,km**님,맛이 있습니다,5
555,한식,웅이네오돌뼈닭발도-금정동,ls**님,매운 것을 못 먹어서 순한 맛 시켰는데 진짜 안 매워요  다음엔 중간 맛 시켜도 될 것 같아요 맛있어요,5
556,한식,웅이네오돌뼈닭발도-금정동,ra**님,맛있어요 양도 많았어요 그리고 주먹밥이 제일 맛있었습니다,5
557,한식,웅이네오돌뼈닭발도-금정동,ta**님,지난번에 정말 맛있게 먹어서 또 시켰는데 주먹밥에서 새 1끼 손톱만 한 플라스틱이 나왔네요 먹다가 이 부러지는 줄 알았습니다 실망스럽네요,1
558,한식,웅이네오돌뼈닭발도-금정동,ho**님,오늘 또 시켜 먹었는데요 너무 맛있어요 그리고 배달하는 분이 전과 같은 분이시네요 혹시 사장님이 직접 배달 잘은 모르겠지만 배달하는 분도 매우 친절 친절 다 먹고 사진 또 못 찍었나요,5
559,한식,웅이네오돌뼈닭발도-금정동,ho**님,매운맛이 적당하고 양이 남자 둘이 먹기에 조금은 부족하지만 주먹밥이 그 부족한 부분을 적당히 채워줍니다 맛있게 잘 먹었답니다,5
560,한식,웅이네오돌뼈닭발도-금정동,ys**님,저번 주에도 먹었는데 너무 맛있어서 또 시켰지 모에 용평상 여기서만 먹을듯해요 굿굿,5
561,한식,웅이네오돌뼈닭발도-금정동,a0**님,늘 닭발이나 오도독뼈 먹고 싶으면 시켜 먹는 웅이네 오도독뼈 역시나 양 많고 맛있습니다 다음에도 매콤한 게 당기면 언제든지 시켜 먹을 의향이 있습니다 늘 맛있고 양 많이 주셔서 감사합니다,5
562,한식,웅이네오돌뼈닭발도-금정동,li**님,잘 먹었습니다 양은 다른 곳보다는 많지 않았고 매운맛으로 했는데 그냥 쿨피스 하나도 먹지 않고 먹을 만했어요 배달은 생각보다 빨리 와서 좋았습니다,4
563,한식,웅이네오돌뼈닭발도-금정동,ym**님,맛있게 잘 먹었어요 주먹밥 양이 장난 아니네요,5
564,한식,웅이네오돌뼈닭발도-금정동,wl**님,짱 맛있어요 마요네즈랑 김은 나중에 확인해서 추가해서 먹었어요,4
565,한식,웅이네오돌뼈닭발도-금정동,ye**님,맛있어요,5
566,한식,웅이네오돌뼈닭발도-금정동,yu**님,늦은 새벽 주문이었는데 맛있어요,5
567,한식,웅이네오돌뼈닭발도-금정동,ys**님,와 너무 맛있어요 계란찜도 일품이고요 주먹밥도 너무 맛있어요 단무지도 얇아서 무 쌈처럼 먹기 좋았고요 안양 놀러 온 김에 먹은 건데 계속 생각날 것 같아요 다음에 만약 시키면 중간 맛 먹어야겠어요핵불닭정도의 맵기네요 쓰읍,5
568,한식,웅이네오돌뼈닭발도-금정동,ve**님,언제나 옳습니다,5
569,한식,웅이네오돌뼈닭발도-금정동,eh**님,잘 먹었어요,5
570,한식,웅이네오돌뼈닭발도-금정동,손님,   ,5
571,한식,웅이네오돌뼈닭발도-금정동,ch**님,웅이네에서 그냥 닭발 먹다가 오늘 처음 무뼈국물닭발 주문했어요 국물 닭발 특유의 걸쭉한 맛이 없고 콩나물국에 닭발 넣은 것 같은 맛이에요 단무지는 무르고 맹 맛이고요 맛없어요,2
572,한식,웅이네오돌뼈닭발도-금정동,gu**님,잘 먹었습니다 다음엔 국물 닭발,5
573,한식,웅이네오돌뼈닭발도-금정동,sl**님,맛있어요 여기 특히 계란찜이 진짜 맛있어요 평소에 오도독뼈만 시켜 먹었는데 국물 닭발 맛있네요 근데 국물 닭발이라 닭발을 들었을 때 약간 하얘서 깜짝 놀랐어요  맛은 맹맹하지 않고 찐하고 맛있어요 야채도 많이 들고 콩나물 씹히는 맛이 진짜 좋아요,4
574,한식,웅이네오돌뼈닭발도-금정동,손님,역시 웅이네 항상 시켜 먹지만 먹을 때마다 느껴요  앞으로도 여기서만 주문할 거 같아요,5
575,한식,웅이네오돌뼈닭발도-금정동,th**님,언제 먹어도 맛납니다,5
576,한식,웅이네오돌뼈닭발도-금정동,손님,음식 맛있네요 자주 시켜 먹을 거 같아요,4
577,한식,웅이네오돌뼈닭발도-금정동,mi**님,맛은 최고 양은 아쉽네요  잘 먹었습니다,4
578,한식,웅이네오돌뼈닭발도-금정동,mt**님,오랜만에 먹었는데 맛있네요,5
579,한식,웅이네오돌뼈닭발도-금정동,at**님,맛도 있고 양도 푸짐한 편  밥을 진짜 많이 주시네요   세 번 정도 시켰는데 밥 계속 남김  아까움 다음에 시킬 땐 밥 양 줄이는 방법 없나요,5
580,한식,웅이네오돌뼈닭발도-금정동,1z**님,맛있습니다 추천,5
581,한식,웅이네오돌뼈닭발도-금정동,a0**님,늘 오도독뼈나 닭발이 생각나면 시켜 먹는 웅이네 오늘도 맛있게 잘 먹었습니다 양이 부족하면 어쩌나 싶었는데 오도독뼈 양이 상당해요 주먹밥도 거의 2인분으로 주셔서 배부르게 먹었답니다 늘 맛있게 만들어주시고 양도 많이 주셔서 감사합니다,5
582,한식,웅이네오돌뼈닭발도-금정동,aj**님,항상 너무 맛나게 먹고 있네요 살짝 아쉬운 건 닭발 양이 좀 더 많아으면,4
583,한식,웅이네오돌뼈닭발도-금정동,mi**님,말이 필요 없습니다 재구매 굿,5
584,한식,웅이네오돌뼈닭발도-금정동,y0**님,완전 양 많고 맛있어요 🤍🤍🤍,5
585,한식,웅이네오돌뼈닭발도-금정동,br**님,아주 맛있게 먹고 있어요,5
586,한식,웅이네오돌뼈닭발도-금정동,qk**님,진짜 가성 지갑입니다 배달도 20분 만에 와서 깜놀쓰,5
587,한식,웅이네오돌뼈닭발도-금정동,br**님,모든 것이 완벽합니다 맛있게 잘 먹었습니다 감사합니다,5
588,한식,웅이네오돌뼈닭발도-금정동,ay**님,밥이 진짜 많아요 둘이 먹어도 배 터지겠어요 맛있게 잘 먹었습니다,5
589,한식,웅이네오돌뼈닭발도-금정동,eh**님,잘 먹었어요,5
590,한식,웅이네오돌뼈닭발도-금정동,zx**님,다른 곳에서 시켜 먹었는데 별로 여기가 괜찮은 거 같음 맛나요,4
591,한식,웅이네오돌뼈닭발도-금정동,lo**님,맛 맛 맛  짱 짱 짱,4
592,한식,웅이네오돌뼈닭발도-금정동,ga**님,좀 맵긴 했지만 맛있네요  양은 좀 작은듯싶은데 마요 밥을 엄청 많이 주셔서 배는 불러요,4
593,한식,웅이네오돌뼈닭발도-금정동,hi**님,닭발 양이 좀 적긴 했는데 그것보다 쿨피스가 200미리라니 딴 데서는 같은 가격에 콘 샐러드랑 쿨피스 900미리랑 계란찜도 더 컸었는데 새벽 늦게까지 하는 곳이 없어서 여기서 시키긴 했는데 구성이 아쉽군요,3
594,한식,웅이네오돌뼈닭발도-금정동,손님,,5
595,한식,웅이네오돌뼈닭발도-금정동,le**님,너무 맛있어서 오늘 또 재주문 하려고 합니다 ,5
596,한식,웅이네오돌뼈닭발도-금정동,dl**님,항상 잘 먹고 있습니다,5
597,한식,웅이네오돌뼈닭발도-금정동,03**님,계란찜도 맛있고 양이 많아서 2명이서 배부르게 먹었어요,5
598,한식,웅이네오돌뼈닭발도-금정동,cj**님,처음 시켜봤는데 완전 양 많고 맛있게 먹었어요 매운 거 좋아하시는 분은 매운맛으로 시키세요,5
599,한식,웅이네오돌뼈닭발도-금정동,ca**님,맛은 있데 너무 양이 적어요 가격 대비,4
600,한식,웅이네오돌뼈닭발도-금정동,mo**님,두 번째 시켜 먹었어요 맛있어요,4
601,한식,웅이네오돌뼈닭발도-금정동,be**님,맛있게 매워요 주먹밥이랑 계란찜 너무 맛있어요,4
602,한식,웅이네오돌뼈닭발도-금정동,s8**님,진짜 개존맛탱 엄마 아빠도 좋아하심,5
603,한식,웅이네오돌뼈닭발도-금정동,dl**님,언제 먹어도 맛있어요,5
604,한식,웅이네오돌뼈닭발도-금정동,xo**님,아주 맛있습니다 주먹밥 양도 많아서 좋아요 아 계란찜도 좋아요,5
605,한식,웅이네오돌뼈닭발도-금정동,fr**님,아주 맛나게 잘 먹었습니다 계란찜 정말 맛나네요,5
606,한식,웅이네오돌뼈닭발도-금정동,si**님,오랜만에 시켜 먹었는데 맛있게 잘 먹었습니다 역시 웅이네,5
607,한식,웅이네오돌뼈닭발도-금정동,je**님,배달은 진짜 빨리 왔네요국물무뼈닭발 양념이 일반 무뼈닭발보다 약간 더 싱거운 것 같아요 매운 거 잘 못 먹는데도 하나도 안 매웠네요,4
608,한식,웅이네오돌뼈닭발도-금정동,io**님,말이 필요 없음 4일 전에 시켰는데 오늘 또 시킴,5
609,한식,웅이네오돌뼈닭발도-금정동,su**님,적당히 매콤하고  맛있어 요다음에  또 시켜 먹어야겠어요  근데 닭발 양이  조금 더 많았으면 더  좋았을 텐데  그게 조금 아쉬워요,5
610,한식,웅이네오돌뼈닭발도-금정동,kw**님,역시 맛있어요 굿,5
611,한식,웅이네오돌뼈닭발도-금정동,db**님,주먹밥 양도 2인분 정도 충분하고 계란찜도 짭짤하니 맛있네요 오도독뼈도 맛있어서 매번 시켜 먹네요 주소를 잘못 적어놔서 이상한 데로 가신 와중에 아기 때문에 벨도 누르지 말아 달라 해서 그 앞에서 20분 기다리시고 그 와중에 전화를 안 받은 저는 올해 최대의 죄책감을 느끼며 쭈굴거린채 맛있게 먹었습니다 기사님 정말 친절하셨어요 이 상황은 부처님이 환생해도 욕하셨을 거예요 결론은 맛있어요,5
612,한식,웅이네오돌뼈닭발도-금정동,gy**님,항상 맛있어요 닭발부터 사이드까지 맛없는 게 없어요,5
613,한식,웅이네오돌뼈닭발도-금정동,dl**님,양이 정말 많은 거 같아서 좋아요 엄청 배고파서 다 먹을 수 있을 줄 알았지만 냄기고 내일 먹어야겠어 용 받자마자 먹는 중 콩나물을 먹으려 했는데 뭉쳐있던 사이에서 머리카락 한 가닥 나왔어요 저는 별로 신경 안 쓰는 편이라 그냥 먹었지만  위생에 조금만 더 신경 써주시면 감사하겠습니다  맛있어요,4
614,한식,웅이네오돌뼈닭발도-금정동,손님,굿 말이 필요 없음 가격은 비싸지만 깔끔하고 좋아요,5
615,한식,웅이네오돌뼈닭발도-금정동,so**님,진짜 맛있어 욘 우우 농,5
616,한식,웅이네오돌뼈닭발도-금정동,손님,늘 시켜 먹던 건데  역시  맛있네요,5
617,한식,웅이네오돌뼈닭발도-금정동,dl**님,이제 알게 되다니 맛있게 잘 먹었습니다,5
618,한식,웅이네오돌뼈닭발도-금정동,gg**님,닭발이 돌 뼈는 무조건 웅이네  너무 맛있음,5
619,한식,웅이네오돌뼈닭발도-금정동,eh**님,주꾸미 맛있네요 잘 먹었습니다,5
620,한식,웅이네오돌뼈닭발도-금정동,to**님,양도 많고 맛있어요 앞으로 여기에서만 시킬게욯,5
621,한식,웅이네오돌뼈닭발도-금정동,rh**님,서비스가 더 좋아졌어요 다시 많이 찾을 것 같아요,5
622,한식,웅이네오돌뼈닭발도-금정동,ye**님,너무 맛있어요,5
623,한식,웅이네오돌뼈닭발도-금정동,le**님,아이들이 너무 좋아하고 맛있어서 요것만 시켜 먹습니다,5
624,한식,웅이네오돌뼈닭발도-금정동,j2**님,무뼈닭발은 정말 여기가 장맛이에요 🤭,5
625,한식,웅이네오돌뼈닭발도-금정동,ch**님,내일 이사 가는 기념으로 지난번에 이어 두 번째 시켜 먹었습니다 이 가게의 아쉬운 점은 정체성이 뚜렷하지 않다는 거 여기가 계란찜 전문인지 주먹밥 전문인지 뭐하나 안 빼놓고 다 맛있어서 결혼 앞두고 있어서 이렇게 먹으면 안 되는데 정말 이성 잃고 먹었네요 더 번창하셔서 전국구 되시라고 쓰려다 찾아보니 이미 전국구네요,5
626,한식,웅이네오돌뼈닭발도-금정동,un**님,알차게 잘 먹었어요 다른 것도 다음에 시켜봐야겠아요 주먹밥 너무 맛있어요 감사합니다,5
627,한식,웅이네오돌뼈닭발도-금정동,ne**님,항상 시켜 먹고 있어요 굿굿,5
628,한식,웅이네오돌뼈닭발도-금정동,손님,배달이 엄청 빠르네요,5
629,한식,웅이네오돌뼈닭발도-금정동,손님,불향이 으어 굿굿,5
630,한식,웅이네오돌뼈닭발도-금정동,yh**님,양이 넘어 적다  맛도 좋고 배송도 좋은데요 양이 1인분 ,4
631,한식,웅이네오돌뼈닭발도-금정동,gh**님,항상 먹는 웅이네 오도독뼈  배달 오자마자 먹느냐고 사진을 깜박했네요  맛있게 잘 먹었어요,4
632,한식,웅이네오돌뼈닭발도-금정동,ye**님,배달이 엄청 오래 걸리고 계란찜이 다 부서졌지만 뭐 그랬어요,4
633,한식,웅이네오돌뼈닭발도-금정동,wo**님,맛있어요  자주 시켜 먹을 게 영,5
634,한식,웅이네오돌뼈닭발도-금정동,wo**님,맛있어요 많이 세요,5
635,한식,웅이네오돌뼈닭발도-금정동,th**님,만족합니다 지금 또 시키려고 합니다,5
636,한식,웅이네오돌뼈닭발도-금정동,si**님,평소보단 덜 매운 거 같아요 매운 거 먹고 싶어서 시킨 건데,4
637,한식,웅이네오돌뼈닭발도-금정동,ha**님,맛있습니다 ,5
638,한식,웅이네오돌뼈닭발도-금정동,lg**님,통뼈 국물 닭발 세트 주문했습니다 닭발  콩나물국  계란찜  주먹밥  마요네즈  김 구성입니다 보통맛 시켰는데도 꽤 매워요 계속 먹다 보면 불닭볶음면 정도 여기는 콩나물국도 주셔서 닭발에 콩나물 넣어 먹었네요,5
639,한식,웅이네오돌뼈닭발도-금정동,co**님,여기 음식도 맛있고 계란찜이며 알밥도 푸짐하게 잘 먹었어요 무뼈닭발만 양을 추가해서 주문하도록 해야겠어요 더 먹고 싶었는데 초등 아들에게 양보하느라 닭발이 생각날 땐 여기에서 시켜 먹는 거로,5
640,한식,웅이네오돌뼈닭발도-금정동,bd**님,딸내미 외국에 있으면서 젤 먹고 싶어 했던 국물 닭발 행복한 얼굴로 냠냠 양이 좀 부족함에 조금 아쉬움 잘 먹었습니다,4
641,한식,웅이네오돌뼈닭발도-금정동,so**님,매운맛 매워서 놀람요 매운 거 시켜도 안 매운 곳이 수두룩인데 진짜 웅이네가 최고임 꿀맛,5
642,한식,웅이네오돌뼈닭발도-금정동,eu**님,시간 안에 배달되었고 양도 좋았고요 음식이 식지도 않고 맛있게 먹었어요,5
643,한식,웅이네오돌뼈닭발도-금정동,dl**님,맛있었습니다 잘 먹었어요,5
644,한식,웅이네오돌뼈닭발도-금정동,db**님,닭발은 말할 것도 없이 맛있고 불닭은 처음 먹어봤는데 뭔가 자극적인 듯 자극적이지 않은 듯 맛있게 먹었어요,4
645,한식,웅이네오돌뼈닭발도-금정동,se**님,배송 빠르고 맛있네요,5
646,한식,웅이네오돌뼈닭발도-금정동,ka**님,맛있어요 또 주문할게요,5
647,한식,웅이네오돌뼈닭발도-금정동,ja**님,처음 시켜봤는데 괜찮네요,4
648,한식,웅이네오돌뼈닭발도-금정동,du**님,빨리 가져다주는데 전화주문이랑 요기요 주문이 좀 다르네 요양도 그렇고 음료 가져다주는 것도 그렇고,4
649,한식,웅이네오돌뼈닭발도-금정동,sr**님,닭발 맛있는 데를 못 찾다가 어제 첨으로 시켜 먹어봤는데 여기 닭발 맛 집이네요 어제 시켜 먹고 오늘 또 시켜 먹네요 사장님 번창하세요♡☆♡,5
650,한식,웅이네오돌뼈닭발도-금정동,bo**님,리뷰에 양이 적다고 하는데 양 엄청 많아요 너무 많아서 한번 먹고 다음날 또 먹었네요 보통맛은 매운맛이 별로 없어서 다음에는 매운맛으로 시켜 먹어볼게요 누린내도 안 나고 주먹밥이랑 계란찜도 양이 많아서 엄청 맛있게 먹었습니다,5
651,한식,웅이네오돌뼈닭발도-금정동,si**님,닭발만 먹다가 오도독뼈는 처음이었는데 양도 많고 맛있어요 오도독뼈도 불 맛이 많이 나고 맛있어요,4
652,한식,웅이네오돌뼈닭발도-금정동,si**님,닭발은 웅이네 불향 나면서 맛나네 요양이 좀 더 많음 좋겠는데 계란찜도 부드럽고 주먹밥도 부드럽게 맛나요 저녁 12시 넘어 주문했는데 맛있게 잘 먹었습니다,5
653,한식,웅이네오돌뼈닭발도-금정동,gy**님, 배 찢어지는 줄 친구 다섯이랑 먹었는데 남김,5
654,한식,웅이네오돌뼈닭발도-금정동,se**님,맛이 써요 양도 푸짐해요,5
655,한식,웅이네오돌뼈닭발도-금정동,손님,중간 맛으로  가격 대비 구성도 알차고 맛있어요,5
656,한식,웅이네오돌뼈닭발도-금정동,km**님,똥집하고 국물 닭발 주문했습니다 묵물 닭발은 생각보다 안 맵더라고요  다음에는 더 맵게 주문해야겠어요  똥집이더맵콤하네요  맛있게 잘 먹었습니다,5
657,한식,웅이네오돌뼈닭발도-금정동,gh**님,오랜만에 먹는 음식이라 그런지 잘 먹었습니다,4
658,한식,웅이네오돌뼈닭발도-금정동,ho**님,맛있게 잘 먹었습니다,5
659,한식,웅이네오돌뼈닭발도-금정동,yt**님,진짜 맛나요 배달도 생각보다 빨랐고요 주 멋 밥 계란찜마저도 넘맛났네유,5
661,한식,웅이네오돌뼈닭발도-금정동,z4**님,맛있네요 근데 배달 예상시간이 1시간이었는데 1시간 넘어서 도착했는데 배달 선택에 문 앞에 놓고 전화 달라고 했는데 문 두드리기에 놓고 가라니까 안 가고 있네요 음식 받았는데 배달기사분이 기침을 하시네요 일부러 그런 건지 이 시국에 기분 별로네요,3
662,한식,웅이네오돌뼈닭발도-금정동,dm**님,쿨피스 안 주셔서 다시 가져다주셨음,4
663,한식,웅이네오돌뼈닭발도-금정동,zz**님,문 앞에 놓고 가라고 요청사항에 남겼는데 문을 계속 두드리시고 집에 강아지도 있는데 좀 조심 좀 해주세요 새벽에 시킨 건데 옆집 다 들리게,3
664,한식,웅이네오돌뼈닭발도-금정동,wl**님,맛있게 잘 먹었어 요담엔 매운맛으로 먹어봐야겠어요,5
665,한식,웅이네오돌뼈닭발도-금정동,hc**님,진짜 맛있게 잘 먹었습니다  완전히 만족스러웠어요 다음에 또 주문할게요,5
666,한식,웅이네오돌뼈닭발도-금정동,ke**님,구성이 좋습니다 순두부 같은 식감의 계란찜 맛있었어요 주먹밥에 참치 있어서 좋았고 밥 양도 많았어요 오도독뼈도 괜찮았지만 매운맛 시킬걸 하는 생각 들긴 했어요   중간 이후 기름기가 좀 많아서 약간 느끼했어요,4
667,한식,웅이네오돌뼈닭발도-금정동,kg**님,뜨겁게 배달 받아서 좋았습니다 배달원도 친절하시고  음식 맛은 말할 것도 없고 덕분에 즐거운 주말 보내네요 번창하세요,5
668,한식,웅이네오돌뼈닭발도-금정동,li**님,맛있어요가 성비 최고입니다,5
669,한식,웅이네오돌뼈닭발도-금정동,is**님,항상 주문하는 이유는 맛 때문인 거 같습니다,5
670,한식,웅이네오돌뼈닭발도-금정동,손님,닭발은 항상 여기 주문하는데 늘 변함없이 맛있네요 국 수도 은근히 양이 많아요 무엇보다 불 맛나는 닭발 야식으로 딱이에요,5
671,한식,웅이네오돌뼈닭발도-금정동,he**님,웅이네와 돌 뼈 야식 킹성비 원탑 ,5
672,한식,웅이네오돌뼈닭발도-금정동,mj**님,맛있는데 밥이 오늘따라 너무 날아다녀요,5
673,한식,웅이네오돌뼈닭발도-금정동,ju**님,실패 없는 웅이네 닭발 맛있게 잘 먹었습니다 ,5
674,한식,웅이네오돌뼈닭발도-금정동,lj**님,잘 먹었습니다 넘나 맛나요,5
675,한식,웅이네오돌뼈닭발도-금정동,kb**님,치즈를 처음 추가해서 먹어봤어 요다음에도 추가해서 먹을 거 같아요 감사히 잘 먹었습니다,5
677,한식,웅이네오돌뼈닭발도-금정동,손님,닭발은 맛있었는데 감자튀김은 눅눅하고 너무 짜서 못 먹고 다 버렸어요 감자튀김이 비싸고 맛도 없어서 다시는 여기서 안 시켜 먹으려고요,1
678,한식,웅이네오돌뼈닭발도-금정동,aa**님,배달도 빠르고 맛있어요,5
679,한식,웅이네오돌뼈닭발도-금정동,손님,무슨 불닭이 닭 국인 줄 알았음,1
680,한식,웅이네오돌뼈닭발도-금정동,lo**님,언제나 맛있어요 너무 정성이 넘치세요,4
681,한식,웅이네오돌뼈닭발도-금정동,lo**님,언제나 맛있어요 굿입니다,4
682,한식,웅이네오돌뼈닭발도-금정동,손님,항상 대박입니다 항상 대박 나시길 바랍니다️,5
683,한식,웅이네오돌뼈닭발도-금정동,손님,맛있었어 여담에 또 시켜먹을께뇽,5
684,한식,웅이네오돌뼈닭발도-금정동,손님,맛있어요 ,5
685,한식,웅이네오돌뼈닭발도-금정동,he**님,주먹밥 맛있었어요 닭발은 매운맛인데 그리 맵진않았구 계란찜에 물이 너무 많았어요,3
686,한식,웅이네오돌뼈닭발도-금정동,mk**님,배달은 빨랐어요  중간 맛인데 하나도 안 맵네요  다음엔 매운맛으로 시켜야 하나 봐요,3
687,한식,웅이네오돌뼈닭발도-금정동,rl**님,항상무뼈닭발만시켜먹다가처음으로국물무뼈닭발을시켜봤는데  닭발에 간이 안 베여서 닭발과 국물이 따로 논다는 느낌과 맛이었습니다,4
688,한식,웅이네오돌뼈닭발도-금정동,yj**님,근래 먹었던 닭발 중에 제일 맛있네요 감사합니다,5
689,한식,웅이네오돌뼈닭발도-금정동,dp**님,오랜만에 닭발 먹었는데 너 어어어 무 맛있었어 요한 신보다 맛있는 듯 계란찜에 주먹밥에 콩나물국까지 해서 19000원 실화냐고요 번창하세요,5
690,한식,웅이네오돌뼈닭발도-금정동,cb**님,맛있어요 와이프가 좋아해요,5
691,한식,웅이네오돌뼈닭발도-금정동,si**님,지난번에 시켜 먹고 이번에도 또 시켰어요 일단 불향이 은은히 나면서 닭발 맛있어요 음식도 깔끔하게 맛있습니다 계란찜이 그런데 이번에는 좀 물이 더 많아서 국 같았어요 그게 조금 아쉬워요 그래도 다음에 또 시켜 먹을 거예요,4
692,한식,웅이네오돌뼈닭발도-금정동,sh**님,항상 맛있네요  치즈 올려서 먹으니까 더 맛있었어요,5
693,한식,웅이네오돌뼈닭발도-금정동,qw**님,넘나 씻어요 이 정도 맵기가 넘조은고가태요,5
694,한식,웅이네오돌뼈닭발도-금정동,km**님,진짜 맛있고  양도 적당히 많아서 좋고 배달이 빨리 와서 너무  만족입니다,5
695,한식,웅이네오돌뼈닭발도-금정동,z4**님,주먹밥과 먹어야 최고 맛이네요,4
696,한식,웅이네오돌뼈닭발도-금정동,mi**님,맛있고 배달  빨라요,5
697,한식,웅이네오돌뼈닭발도-금정동,aj**님,닭똥집이 맛있는데 약간 매콤하면 더 좋을 것 같아요,5
698,한식,웅이네오돌뼈닭발도-금정동,mi**님,와 진짜 맛나요 쿨피스는 센스 있게 살얼음이네요 최곱니다 주먹밥 두 맛있고 후기 좋은 이유가 있네요,5
699,한식,웅이네오돌뼈닭발도-금정동,ls**님,19000원 아깝지 않아요,5
700,한식,웅이네오돌뼈닭발도-금정동,gy**님,진짜 너무 맛있어요 양도 많고요 그냥 다 맛있어요 잃었던 천년의 식욕이 돌아왔어요 진짜 너무 맛있어 다 무뼈국물닭발 드세요 주먹밥도 맛있고 계란찜 진짜 너무 맛있어요,5
701,한식,웅이네오돌뼈닭발도-금정동,손님,오래간만에 닭발이 당겨서 주문했는데 맛있게 잘 먹었습니다,5
702,한식,웅이네오돌뼈닭발도-금정동,kk**님,너무 오래 걸려요,2
703,한식,웅이네오돌뼈닭발도-금정동,ba**님,주꾸미인지 떡볶이에 주꾸미 사리 넣은 건지,3
704,한식,웅이네오돌뼈닭발도-금정동,el**님,맛있어요 양도 적당하고,5
705,한식,웅이네오돌뼈닭발도-금정동,nm**님,보통맛은 아주 맵지 않은 맛이어서 좋었어요,4
706,한식,웅이네오돌뼈닭발도-금정동,te**님,맛있네요 야채 때문에 국물이 생긴듯 하지만 주먹밥이랑 먹으면 환상적,5
707,한식,웅이네오돌뼈닭발도-금정동,dm**님,항상 먹을 때마다 느끼는 거지만 불 맛 최고 너무 맛있어요 근데 요즘은 김치 안 주시나요 김치랑 같이 먹으면 더 맛있는데 약간 아쉽네요 배달은 예상 시간보다 빨리 왔고 양은 딱 둘이 먹기 적당한 양입니다,5
708,한식,웅이네오돌뼈닭발도-금정동,xx**님,너무 기름이 많고 느끼했어요 계란찜은 맛있어요,4
709,한식,웅이네오돌뼈닭발도-금정동,ba**님,바쁜 시간에  여러 음식들 시켜서 맛나게 먹었네요 고맙습니다,5
710,한식,웅이네오돌뼈닭발도-금정동,손님,동생이 좋아해서 단골이에요,3
711,한식,웅이네오돌뼈닭발도-금정동,su**님,포장 상태 엉망이네요 계란찜은 터져서 다 새고 국물 닭발 중간 맛은 신라면 보다 맵다고 했는데 그냥 정말 순한 맛이에요 하나도 완전 안 매워요 엄청 달아요 그냥 그랬어요,2
712,한식,웅이네오돌뼈닭발도-금정동,db**님,항상 맛있어요 주먹밥이 참치로 바뀌어서 좋아요,5
713,한식,웅이네오돌뼈닭발도-금정동,do**님,처음 시켜서 막어보는 건데 야식으로 먹기 무난했어요 사진은 없어요 ,4
714,한식,웅이네오돌뼈닭발도-금정동,hj**님,큰딸과 야식으로 시켰는데 양이 생각보다 적어서 놀람 근데 너무너무 맛나요 큰딸은 또 시켜 먹자고 하네요 특히 단무지 맛 집이라네 여,5
715,한식,웅이네오돌뼈닭발도-금정동,kk**님,정말 맛있게 잘 먹었습니다,5
716,한식,웅이네오돌뼈닭발도-금정동,손님,너무 맛있어요 잠깐 한눈판 사이 순싹담에 꼭 사진 올릴게요,5
717,한식,웅이네오돌뼈닭발도-금정동,eh**님,닭발이 스스로 걸어서 오나 봅니다 한 시간이 훌쩍 지났네요 십분이면 온다는 닭발이 대체 언제 온답니까 정말 짜증이 솟구칩니다 너무 짜증 나서 오기 전에 먼저 리뷰 날립니다 배고프실 때 말고 아 이 시간이면 배고프겠다 싶을 때 한 시간 전에 시키세요,1
718,한식,웅이네오돌뼈닭발도-금정동,a4**님,맛있어요 양념이 평소보다 덜한 거 같아요 그래도 맛있어 오,5
719,한식,웅이네오돌뼈닭발도-금정동,sh**님,단무지 많이 부탁드렸는데 세 개나 주셔서 놀랐어요  맛있게 잘 먹었습니다 __,5
720,한식,웅이네오돌뼈닭발도-금정동,rn**님,너무 맛있게 먹어서  사진은 못 찍었네요  오랜만에 매운 음식 잘 먹었어요  다음엔 오도독뼈  꼭 먹어야겠어요 너무 맛있게 잘 먹었습니다,5
721,한식,웅이네오돌뼈닭발도-금정동,dl**님,맛있어요 언제나 변함없이,5
722,한식,웅이네오돌뼈닭발도-금정동,ac**님,여기는 배달시키면 절반 정도는 이렇게 옵니다 포장하는 분이 정말 실력이 없는 듯,2
723,한식,웅이네오돌뼈닭발도-금정동,sk**님,치즈불닭 드세요 꼭 드세요 근데 오랜만에 먹으니 양이 좀 줄어든 기분 볶음밥  젤 정성스러운 맛있는 볶음밥이에요 요기요 통틀어도 1위 할 볶음밥❣️,4
724,한식,웅이네오돌뼈닭발도-금정동,su**님,가족들이랑 먹었는데 맛있었어요,4
725,한식,웅이네오돌뼈닭발도-금정동,cl**님,기름이 많이 뜨지만 맛있어요 밥이 무지 푸짐 따봉,4
726,한식,웅이네오돌뼈닭발도-금정동,if**님,닭발이랑 불닭 시켰는데 닭 발는 저번에도 맛있게 먹었어요 근데 불닭은  좀 많이 실망했어요 그리고 국물인지 기름이 너무 많았어요  저는 국물 없는 불닭을 생각했는데,3
